href,video,gloss,category
/fr.fr/word/14918/catolico/0/?q=cat%C3%B3lico,https://media.spreadthesign.com/video/mp4/10/266963.mp4,católico,religion
/fr.fr/word/14920/cristianismo/0/?q=cristianismo,https://media.spreadthesign.com/video/mp4/10/281740.mp4,cristianismo,religion
/fr.fr/word/11025/elfo/0/?q=elfo,https://media.spreadthesign.com/video/mp4/10/187737.mp4,elfo,religion
/fr.fr/word/11366/sagrado/0/?q=sagrado,https://media.spreadthesign.com/video/mp4/10/188472.mp4,sagrado,religion
/fr.fr/word/11744/supersticion/0/?q=superstici%C3%B3n,https://media.spreadthesign.com/video/mp4/10/188872.mp4,superstición,religion
/fr.fr/word/11981/ala/0/?q=Al%C3%A1,https://media.spreadthesign.com/video/mp4/10/155894.mp4,Alá,religion
/fr.fr/word/11614/encantamiento/0/?q=encantamiento,https://media.spreadthesign.com/video/mp4/10/282134.mp4,encantamiento,religion
/fr.fr/word/11149/protestante/0/?q=protestante,https://media.spreadthesign.com/video/mp4/10/187934.mp4,protestante,religion
/fr.fr/word/18213/virgen-maria/0/?q=Virgen+Mar%C3%ADa,https://media.spreadthesign.com/video/mp4/10/267107.mp4,Virgen María,religion
/fr.fr/word/18137/los-reyes-magos/0/?q=los+Reyes+Magos,https://media.spreadthesign.com/video/mp4/10/284908.mp4,los Reyes Magos,religion
/fr.fr/word/1868/adviento/0/?q=adviento,https://media.spreadthesign.com/video/mp4/10/18573.mp4,adviento,religion
/fr.fr/word/1545/bruja/0/?q=bruja,https://media.spreadthesign.com/video/mp4/10/15338.mp4,bruja,religion
/fr.fr/word/1590/enganar/0/?q=enga%C3%B1ar,https://media.spreadthesign.com/video/mp4/10/15799.mp4,engañar,religion
/fr.fr/word/12877/arte-religioso/0/?q=arte+religioso,https://media.spreadthesign.com/video/mp4/10/266402.mp4,arte religioso,religion
/fr.fr/word/12169/arrepentido/0/?q=arrepentido,https://media.spreadthesign.com/video/mp4/10/188229.mp4,arrepentido,religion
/fr.fr/word/1650/monstruo/0/?q=monstruo,https://media.spreadthesign.com/video/mp4/10/16404.mp4,monstruo,religion
/fr.fr/word/16284/cancer/0/?q=C%C3%A1ncer,https://media.spreadthesign.com/video/mp4/10/266962.mp4,Cáncer,religion
/fr.fr/word/16278/acuario/0/?q=Acuario,https://media.spreadthesign.com/video/mp4/10/267224.mp4,Acuario,religion
/fr.fr/word/16279/aries/0/?q=Aries,https://media.spreadthesign.com/video/mp4/10/267155.mp4,Aries,religion
/fr.fr/word/16277/signos-de-aire/0/?q=signos+de+aire,https://media.spreadthesign.com/video/mp4/10/284416.mp4,signos de aire,religion
/fr.fr/word/16409/escorpio/0/?q=Escorpio,https://media.spreadthesign.com/video/mp4/10/267075.mp4,Escorpio,religion
/fr.fr/word/1642/magia/0/?q=magia,https://media.spreadthesign.com/video/mp4/10/16317.mp4,magia,religion
/fr.fr/word/16301/leo/0/?q=Leo,https://media.spreadthesign.com/video/mp4/10/285135.mp4,Leo,religion
/fr.fr/word/16394/sagitario/0/?q=Sagitario,https://media.spreadthesign.com/video/mp4/10/284890.mp4,Sagitario,religion
/fr.fr/word/13812/fenomeno/0/?q=fen%C3%B3meno,https://media.spreadthesign.com/video/mp4/10/284879.mp4,fenómeno,religion
/fr.fr/word/1319/religion/0/?q=religi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/13048.mp4,religión,religion
/fr.fr/word/13014/triptico/0/?q=tr%C3%ADptico,https://media.spreadthesign.com/video/mp4/10/283661.mp4,tríptico,religion
/fr.fr/word/8089/rescatador/0/?q=rescatador,https://media.spreadthesign.com/video/mp4/10/188519.mp4,rescatador,religion
/fr.fr/word/8885/hada/0/?q=hada,https://media.spreadthesign.com/video/mp4/10/185981.mp4,hada,religion
/fr.fr/word/8206/temeroso-de-dios/0/?q=temeroso++de+Dios,https://media.spreadthesign.com/video/mp4/10/186383.mp4,temeroso  de Dios,religion
/fr.fr/word/8207/reino-de-dios/0/?q=reino+de+Dios,https://media.spreadthesign.com/video/mp4/10/186998.mp4,reino de Dios,religion
/fr.fr/word/8250/san/0/?q=san,https://media.spreadthesign.com/video/mp4/10/188498.mp4,san,religion
/fr.fr/word/8272/hindu/0/?q=hind%C3%BA,https://media.spreadthesign.com/video/mp4/10/186559.mp4,hindú,religion
/fr.fr/word/8273/hinduismo/0/?q=hinduismo,https://media.spreadthesign.com/video/mp4/10/155951.mp4,hinduismo,religion
/fr.fr/word/8902/destino/0/?q=destino,https://media.spreadthesign.com/video/mp4/10/186017.mp4,destino,religion
/fr.fr/word/8114/maldito/0/?q=maldito,https://media.spreadthesign.com/video/mp4/10/189352.mp4,maldito,religion
/fr.fr/word/8384/mito/0/?q=mito,https://media.spreadthesign.com/video/mp4/10/187197.mp4,mito,religion
/fr.fr/word/5812/vampiro/0/?q=vampiro,https://media.spreadthesign.com/video/mp4/10/266869.mp4,vampiro,religion
/fr.fr/word/5985/cuenta/0/?q=cuenta,https://media.spreadthesign.com/video/mp4/10/259834.mp4,cuenta,religion
/fr.fr/word/5954/bautizar/0/?q=bautizar,https://media.spreadthesign.com/video/mp4/10/156529.mp4,bautizar,religion
/fr.fr/word/5953/baptista/0/?q=baptista,https://media.spreadthesign.com/video/mp4/10/156530.mp4,baptista,religion
/fr.fr/word/5791/corona-de-flores/0/?q=corona+de+flores,https://media.spreadthesign.com/video/mp4/10/189252.mp4,corona de flores,religion
/fr.fr/word/5778/deseo/0/?q=deseo,https://media.spreadthesign.com/video/mp4/10/189227.mp4,deseo,religion
/fr.fr/word/2472/sena/0/?q=se%C3%B1a,https://media.spreadthesign.com/video/mp4/10/42591.mp4,seña,religion
/fr.fr/word/9053/elfo/0/?q=elfo,https://media.spreadthesign.com/video/mp4/10/185814.mp4,elfo,religion
/fr.fr/word/9008/funeral/0/?q=funeral,https://media.spreadthesign.com/video/mp4/10/284124.mp4,funeral,religion
/fr.fr/word/9590/monja/0/?q=monja,https://media.spreadthesign.com/video/mp4/10/187327.mp4,monja,religion
/fr.fr/word/9533/misterio/0/?q=misterio,https://media.spreadthesign.com/video/mp4/10/187195.mp4,misterio,religion
/fr.fr/word/9202/demonio/0/?q=demonio,https://media.spreadthesign.com/video/mp4/10/180497.mp4,demonio,religion
/fr.fr/word/9232/degenerado/0/?q=degenerado,https://media.spreadthesign.com/video/mp4/10/180528.mp4,degenerado,religion
/fr.fr/word/9468/pastor-iglesia-protestante/0/?q=pastor+iglesia+protestante,https://media.spreadthesign.com/video/mp4/10/187101.mp4,pastor iglesia protestante,religion
/fr.fr/word/9186/dedicar/0/?q=dedicar,https://media.spreadthesign.com/video/mp4/10/180474.mp4,dedicar,religion
/fr.fr/word/9115/perverso/0/?q=perverso,https://media.spreadthesign.com/video/mp4/10/255325.mp4,perverso,religion
/fr.fr/word/9324/dragon/0/?q=drag%C3%B3n,https://media.spreadthesign.com/video/mp4/10/185726.mp4,dragón,religion
/fr.fr/word/6054/obispo/0/?q=obispo,https://media.spreadthesign.com/video/mp4/10/171946.mp4,obispo,religion
/fr.fr/word/6064/bendecir/0/?q=bendecir,https://media.spreadthesign.com/video/mp4/10/189313.mp4,bendecir,religion
/fr.fr/word/6031/biblia/0/?q=biblia,https://media.spreadthesign.com/video/mp4/10/171923.mp4,biblia,religion
/fr.fr/word/6740/cielo/0/?q=cielo,https://media.spreadthesign.com/video/mp4/10/186536.mp4,cielo,religion
/fr.fr/word/6745/infierno/0/?q=infierno,https://media.spreadthesign.com/video/mp4/10/266983.mp4,infierno,religion
/fr.fr/word/6742/hebreo/0/?q=Hebreo,https://media.spreadthesign.com/video/mp4/10/186537.mp4,Hebreo,religion
/fr.fr/word/6749/heroe/0/?q=h%C3%A9roe,https://media.spreadthesign.com/video/mp4/10/186550.mp4,héroe,religion
/fr.fr/word/6725/rondar/0/?q=rondar,https://media.spreadthesign.com/video/mp4/10/284215.mp4,rondar,religion
/fr.fr/word/6777/santo/0/?q=santo,https://media.spreadthesign.com/video/mp4/10/186573.mp4,santo,religion
/fr.fr/word/6466/subir/0/?q=subir,https://media.spreadthesign.com/video/mp4/10/189309.mp4,subir,religion
/fr.fr/word/6190/enterrar/0/?q=enterrar,https://media.spreadthesign.com/video/mp4/10/173729.mp4,enterrar,religion
/fr.fr/word/6851/dios/0/?q=Dios,https://media.spreadthesign.com/video/mp4/10/256863.mp4,Dios,religion
/fr.fr/word/6814/himno/0/?q=himno,https://media.spreadthesign.com/video/mp4/10/186691.mp4,himno,religion
/fr.fr/word/6547/incienso/0/?q=incienso,https://media.spreadthesign.com/video/mp4/10/186938.mp4,incienso,religion
/fr.fr/word/6280/catolico/0/?q=cat%C3%B3lico,https://media.spreadthesign.com/video/mp4/10/158521.mp4,católico,religion
/fr.fr/word/6296/cementerio/0/?q=cementerio,https://media.spreadthesign.com/video/mp4/10/158633.mp4,cementerio,religion
/fr.fr/word/6997/converso/0/?q=converso,https://media.spreadthesign.com/video/mp4/10/180367.mp4,converso,religion
/fr.fr/word/6926/orden/0/?q=orden,https://media.spreadthesign.com/video/mp4/10/173916.mp4,orden,religion
/fr.fr/word/6933/comunion/0/?q=comuni%C3%B3n,https://media.spreadthesign.com/video/mp4/10/281802.mp4,comunión,religion
/fr.fr/word/6623/israel/0/?q=Israel,https://media.spreadthesign.com/video/mp4/10/471070.mp4,Israel,religion
/fr.fr/word/6640/judio/0/?q=jud%C3%ADo,https://media.spreadthesign.com/video/mp4/10/257076.mp4,judío,religion
/fr.fr/word/6636/judio/0/?q=jud%C3%ADo,https://media.spreadthesign.com/video/mp4/10/257074.mp4,judío,religion
/fr.fr/word/6312/capilla/0/?q=capilla,https://media.spreadthesign.com/video/mp4/10/158564.mp4,capilla,religion
/fr.fr/word/6362/cristo/0/?q=Cristo,https://media.spreadthesign.com/video/mp4/10/155921.mp4,Cristo,religion
/fr.fr/word/3514/folklore/0/?q=folklore,https://media.spreadthesign.com/video/mp4/10/32179.mp4,folklore,religion
/fr.fr/word/3774/ordenacion/0/?q=ordenaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/187434.mp4,ordenación,religion
/fr.fr/word/3451/iglesia/0/?q=iglesia,https://media.spreadthesign.com/video/mp4/10/31701.mp4,iglesia,religion
/fr.fr/word/3452/catedral/0/?q=catedral,https://media.spreadthesign.com/video/mp4/10/31711.mp4,catedral,religion
/fr.fr/word/3902/fantasma/0/?q=fantasma,https://media.spreadthesign.com/video/mp4/10/35028.mp4,fantasma,religion
/fr.fr/word/3969/secta/0/?q=secta,https://media.spreadthesign.com/video/mp4/10/35367.mp4,secta,religion
/fr.fr/word/7006/correlacionar/0/?q=correlacionar,https://media.spreadthesign.com/video/mp4/10/180373.mp4,correlacionar,lenguaje
/fr.fr/word/7007/corresponder/0/?q=corresponder,https://media.spreadthesign.com/video/mp4/10/180374.mp4,corresponder,lenguaje
/fr.fr/word/7088/objecion/0/?q=objeci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/187346.mp4,objeción,lenguaje
/fr.fr/word/7082/lindo/0/?q=lindo,https://media.spreadthesign.com/video/mp4/10/180440.mp4,lindo,lenguaje
/fr.fr/word/7087/juramento/0/?q=juramento,https://media.spreadthesign.com/video/mp4/10/187345.mp4,juramento,lenguaje
/fr.fr/word/7057/multitud/0/?q=multitud,https://media.spreadthesign.com/video/mp4/10/180419.mp4,multitud,lenguaje
/fr.fr/word/7027/cortesia/0/?q=cortes%C3%ADa,https://media.spreadthesign.com/video/mp4/10/180393.mp4,cortesía,lenguaje
/fr.fr/word/7090/observar/0/?q=observar,https://media.spreadthesign.com/video/mp4/10/187351.mp4,observar,lenguaje
/fr.fr/word/7095/obvio/0/?q=obvio,https://media.spreadthesign.com/video/mp4/10/185893.mp4,obvio,lenguaje
/fr.fr/word/7097/ocurrir/0/?q=ocurrir,https://media.spreadthesign.com/video/mp4/10/285432.mp4,ocurrir,lenguaje
/fr.fr/word/7091/obstaculo/0/?q=obst%C3%A1culo,https://media.spreadthesign.com/video/mp4/10/187353.mp4,obstáculo,lenguaje
/fr.fr/word/7096/ocupar/0/?q=ocupar,https://media.spreadthesign.com/video/mp4/10/187362.mp4,ocupar,lenguaje
/fr.fr/word/7062/cruzada/0/?q=cruzada,https://media.spreadthesign.com/video/mp4/10/180424.mp4,cruzada,lenguaje
/fr.fr/word/7038/mania/0/?q=man%C3%ADa,https://media.spreadthesign.com/video/mp4/10/180401.mp4,manía,lenguaje
/fr.fr/word/7776/asistencia/0/?q=asistencia,https://media.spreadthesign.com/video/mp4/10/156271.mp4,asistencia,lenguaje
/fr.fr/word/7745/confesar/0/?q=confesar,https://media.spreadthesign.com/video/mp4/10/156505.mp4,confesar,lenguaje
/fr.fr/word/7743/confirmacion/0/?q=confirmaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/180334.mp4,confirmación,lenguaje
/fr.fr/word/7784/embuste/0/?q=embuste,https://media.spreadthesign.com/video/mp4/10/284279.mp4,embuste,lenguaje
/fr.fr/word/7789/mirar-con-malicia/0/?q=mirar+con+malicia,https://media.spreadthesign.com/video/mp4/10/187016.mp4,mirar con malicia,lenguaje
/fr.fr/word/7787/soplar/0/?q=soplar,https://media.spreadthesign.com/video/mp4/10/189314.mp4,soplar,lenguaje
/fr.fr/word/7758/denegar/0/?q=denegar,https://media.spreadthesign.com/video/mp4/10/180504.mp4,denegar,lenguaje
/fr.fr/word/7755/inspeccion/0/?q=inspecci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/285020.mp4,inspección,lenguaje
/fr.fr/word/7757/parecido/0/?q=parecido,https://media.spreadthesign.com/video/mp4/10/169103.mp4,parecido,lenguaje
/fr.fr/word/7728/existencia/0/?q=existencia,https://media.spreadthesign.com/video/mp4/10/185932.mp4,existencia,lenguaje
/fr.fr/word/7722/sacar-conclusiones/0/?q=sacar+conclusiones,https://media.spreadthesign.com/video/mp4/10/282642.mp4,sacar conclusiones,lenguaje
/fr.fr/word/7727/existente/0/?q=existente,https://media.spreadthesign.com/video/mp4/10/185931.mp4,existente,lenguaje
/fr.fr/word/7794/deletrear/0/?q=deletrear,https://media.spreadthesign.com/video/mp4/10/282133.mp4,deletrear,lenguaje
/fr.fr/word/7799/deberia/0/?q=deber%C3%ADa,https://media.spreadthesign.com/video/mp4/10/188640.mp4,debería,lenguaje
/fr.fr/word/7764/significar/0/?q=significar,https://media.spreadthesign.com/video/mp4/10/265931.mp4,significar,lenguaje
/fr.fr/word/7763/enfatizar/0/?q=enfatizar,https://media.spreadthesign.com/video/mp4/10/185833.mp4,enfatizar,lenguaje
/fr.fr/word/7738/necesidad/0/?q=necesidad,https://media.spreadthesign.com/video/mp4/10/187238.mp4,necesidad,lenguaje
/fr.fr/word/7735/limitado/0/?q=limitado,https://media.spreadthesign.com/video/mp4/10/285160.mp4,limitado,lenguaje
/fr.fr/word/7737/demandar/0/?q=demandar,https://media.spreadthesign.com/video/mp4/10/158600.mp4,demandar,lenguaje
/fr.fr/word/7734/limitar/0/?q=limitar,https://media.spreadthesign.com/video/mp4/10/281620.mp4,limitar,lenguaje
/fr.fr/word/7470/gracia/0/?q=gracia,https://media.spreadthesign.com/video/mp4/10/186403.mp4,gracia,lenguaje
/fr.fr/word/7471/grado/0/?q=grado,https://media.spreadthesign.com/video/mp4/10/285270.mp4,grado,lenguaje
/fr.fr/word/744/mezclar/0/?q=mezclar,https://media.spreadthesign.com/video/mp4/10/7437.mp4,mezclar,lenguaje
/fr.fr/word/7444/echar-una-ojeada/0/?q=echar+una+ojeada,https://media.spreadthesign.com/video/mp4/10/186369.mp4,echar una ojeada,lenguaje
/fr.fr/word/7449/gloria/0/?q=gloria,https://media.spreadthesign.com/video/mp4/10/186379.mp4,gloria,lenguaje
/fr.fr/word/7446/ojeada/0/?q=ojeada,https://media.spreadthesign.com/video/mp4/10/186370.mp4,ojeada,lenguaje
/fr.fr/word/7417/reunir/0/?q=reunir,https://media.spreadthesign.com/video/mp4/10/267061.mp4,reunir,lenguaje
/fr.fr/word/7480/grandioso/0/?q=grandioso,https://media.spreadthesign.com/video/mp4/10/284167.mp4,grandioso,lenguaje
/fr.fr/word/7486/agarre/0/?q=agarre,https://media.spreadthesign.com/video/mp4/10/284168.mp4,agarre,lenguaje
/fr.fr/word/7483/conceder/0/?q=conceder,https://media.spreadthesign.com/video/mp4/10/158290.mp4,conceder,lenguaje
/fr.fr/word/7452/ir/0/?q=ir,https://media.spreadthesign.com/video/mp4/10/256858.mp4,ir,lenguaje
/fr.fr/word/7498/molido/0/?q=molido,https://media.spreadthesign.com/video/mp4/10/186425.mp4,molido,lenguaje
/fr.fr/word/7499/aferrar/0/?q=aferrar,https://media.spreadthesign.com/video/mp4/10/284176.mp4,aferrar,lenguaje
/fr.fr/word/7497/sonrisa/0/?q=sonrisa,https://media.spreadthesign.com/video/mp4/10/284174.mp4,sonrisa,lenguaje
/fr.fr/word/7464/cotilla/0/?q=cotilla,https://media.spreadthesign.com/video/mp4/10/186399.mp4,cotilla,lenguaje
/fr.fr/word/7437/regalo/0/?q=regalo,https://media.spreadthesign.com/video/mp4/10/158461.mp4,regalo,lenguaje
/fr.fr/word/7435/gesto/0/?q=gesto,https://media.spreadthesign.com/video/mp4/10/186349.mp4,gesto,lenguaje
/fr.fr/word/743/flamear/0/?q=flamear,https://media.spreadthesign.com/video/mp4/10/7423.mp4,flamear,lenguaje
/fr.fr/word/7102/omitir/0/?q=omitir,https://media.spreadthesign.com/video/mp4/10/187396.mp4,omitir,lenguaje
/fr.fr/word/7107/unico/0/?q=%C3%BAnico,https://media.spreadthesign.com/video/mp4/10/187412.mp4,único,lenguaje
/fr.fr/word/7109/hacia-delante/0/?q=hacia+delante,https://media.spreadthesign.com/video/mp4/10/285467.mp4,hacia delante,lenguaje
/fr.fr/word/7103/encendido/0/?q=encendido,https://media.spreadthesign.com/video/mp4/10/266081.mp4,encendido,lenguaje
/fr.fr/word/7177/palmadita/0/?q=palmadita,https://media.spreadthesign.com/video/mp4/10/282908.mp4,palmadita,lenguaje
/fr.fr/word/7110/abierto/0/?q=abierto,https://media.spreadthesign.com/video/mp4/10/266086.mp4,abierto,lenguaje
/fr.fr/word/7182/tardio/0/?q=tard%C3%ADo,https://media.spreadthesign.com/video/mp4/10/188923.mp4,tardío,lenguaje
/fr.fr/word/7158/citar/0/?q=citar,https://media.spreadthesign.com/video/mp4/10/158648.mp4,citar,lenguaje
/fr.fr/word/7155/rinar/0/?q=ri%C3%B1ar,https://media.spreadthesign.com/video/mp4/10/188087.mp4,riñar,lenguaje
/fr.fr/word/7153/estar-cualificado/0/?q=estar+cualificado,https://media.spreadthesign.com/video/mp4/10/188086.mp4,estar cualificado,lenguaje
/fr.fr/word/7120/oralmente/0/?q=oralmente,https://media.spreadthesign.com/video/mp4/10/187430.mp4,oralmente,lenguaje
/fr.fr/word/7194/desgarrar/0/?q=desgarrar,https://media.spreadthesign.com/video/mp4/10/188936.mp4,desgarrar,lenguaje
/fr.fr/word/7195/burlarse/0/?q=burlarse,https://media.spreadthesign.com/video/mp4/10/188937.mp4,burlarse,lenguaje
/fr.fr/word/7193/lagrima/0/?q=l%C3%A1grima,https://media.spreadthesign.com/video/mp4/10/266783.mp4,lágrima,lenguaje
/fr.fr/word/7138/salida/0/?q=salida,https://media.spreadthesign.com/video/mp4/10/187443.mp4,salida,lenguaje
/fr.fr/word/7135/fuera/0/?q=fuera,https://media.spreadthesign.com/video/mp4/10/266105.mp4,fuera,lenguaje
/fr.fr/word/7132/deberia/0/?q=deber%C3%ADa,https://media.spreadthesign.com/video/mp4/10/187439.mp4,debería,lenguaje
/fr.fr/word/7134/nuestro/0/?q=nuestro,https://media.spreadthesign.com/video/mp4/10/285495.mp4,nuestro,lenguaje
/fr.fr/word/7841/mensaje/0/?q=mensaje,https://media.spreadthesign.com/video/mp4/10/285275.mp4,mensaje,lenguaje
/fr.fr/word/7816/ancho-de-hombros/0/?q=ancho+de+hombros,https://media.spreadthesign.com/video/mp4/10/259906.mp4,ancho de hombros,lenguaje
/fr.fr/word/7888/participante/0/?q=participante,https://media.spreadthesign.com/video/mp4/10/187551.mp4,participante,lenguaje
/fr.fr/word/7886/definir/0/?q=definir,https://media.spreadthesign.com/video/mp4/10/180480.mp4,definir,lenguaje
/fr.fr/word/7855/central/0/?q=central,https://media.spreadthesign.com/video/mp4/10/158533.mp4,central,lenguaje
/fr.fr/word/7852/celibato/0/?q=celibato,https://media.spreadthesign.com/video/mp4/10/173841.mp4,celibato,lenguaje
/fr.fr/word/7856/arriesgar/0/?q=arriesgar,https://media.spreadthesign.com/video/mp4/10/282897.mp4,arriesgar,lenguaje
/fr.fr/word/7824/usuario/0/?q=usuario,https://media.spreadthesign.com/video/mp4/10/283763.mp4,usuario,lenguaje
/fr.fr/word/7829/romper-una-promesa/0/?q=romper+una+promesa,https://media.spreadthesign.com/video/mp4/10/281630.mp4,romper una promesa,lenguaje
/fr.fr/word/7826/roto/0/?q=roto,https://media.spreadthesign.com/video/mp4/10/173712.mp4,roto,lenguaje
/fr.fr/word/78/superficie/0/?q=superficie,https://media.spreadthesign.com/video/mp4/10/769.mp4,superficie,lenguaje
/fr.fr/word/7898/dialecto/0/?q=dialecto,https://media.spreadthesign.com/video/mp4/10/180537.mp4,dialecto,lenguaje
/fr.fr/word/7894/destructivo/0/?q=destructivo,https://media.spreadthesign.com/video/mp4/10/180519.mp4,destructivo,lenguaje
/fr.fr/word/7899/dialogo/0/?q=dialogo,https://media.spreadthesign.com/video/mp4/10/180538.mp4,dialogo,lenguaje
/fr.fr/word/7893/ademas/0/?q=adem%C3%A1s,https://media.spreadthesign.com/video/mp4/10/171913.mp4,además,lenguaje
/fr.fr/word/7864/cita/0/?q=cita,https://media.spreadthesign.com/video/mp4/10/188093.mp4,cita,lenguaje
/fr.fr/word/7833/alboroto/0/?q=alboroto,https://media.spreadthesign.com/video/mp4/10/284130.mp4,alboroto,lenguaje
/fr.fr/word/7500/agarrar/0/?q=agarrar,https://media.spreadthesign.com/video/mp4/10/284177.mp4,agarrar,lenguaje
/fr.fr/word/7501/gemir/0/?q=gemir,https://media.spreadthesign.com/video/mp4/10/186301.mp4,gemir,lenguaje
/fr.fr/word/7580/omnipotencia/0/?q=omnipotencia,https://media.spreadthesign.com/video/mp4/10/285446.mp4,omnipotencia,lenguaje
/fr.fr/word/7582/en-general/0/?q=en+general,https://media.spreadthesign.com/video/mp4/10/186936.mp4,en general,lenguaje
/fr.fr/word/7587/todas-las-cosas/0/?q=todas+las+cosas,https://media.spreadthesign.com/video/mp4/10/255324.mp4,todas las cosas,lenguaje
/fr.fr/word/7510/quejarse/0/?q=quejarse,https://media.spreadthesign.com/video/mp4/10/186429.mp4,quejarse,lenguaje
/fr.fr/word/7518/timar/0/?q=timar,https://media.spreadthesign.com/video/mp4/10/284189.mp4,timar,lenguaje
/fr.fr/word/7512/suponer/0/?q=suponer,https://media.spreadthesign.com/video/mp4/10/186432.mp4,suponer,lenguaje
