href,video,gloss,categorie
/es.es/word/1068/faisan/0/?q=fais%C3%A1n,https://media.spreadthesign.com/video/mp4/5/10684.mp4,faisán,cotidiano
/es.es/word/1069/escabechar/0/?q=escabechar,https://media.spreadthesign.com/video/mp4/5/10690.mp4,escabechar,cotidiano
/es.es/word/1070/tarta/0/?q=tarta,https://media.spreadthesign.com/video/mp4/5/10703.mp4,tarta,cotidiano
/es.es/word/1073/pina/0/?q=pi%C3%B1a,https://media.spreadthesign.com/video/mp4/5/10732.mp4,piña,cotidiano
/es.es/word/1074/pizza/0/?q=pizza,https://media.spreadthesign.com/video/mp4/5/10743.mp4,pizza,cotidiano
/es.es/word/1076/ciruela/0/?q=ciruela,https://media.spreadthesign.com/video/mp4/5/10762.mp4,ciruela,cotidiano
/es.es/word/1077/huevo-escalfado/0/?q=huevo+escalfado,https://media.spreadthesign.com/video/mp4/5/10773.mp4,huevo escalfado,cotidiano
/es.es/word/1078/palomitas/0/?q=palomitas,https://media.spreadthesign.com/video/mp4/5/10779.mp4,palomitas,cotidiano
/es.es/word/1079/carne-de-cerdo/0/?q=carne+de+cerdo,https://media.spreadthesign.com/video/mp4/5/10791.mp4,carne de cerdo,cotidiano
/es.es/word/1080/chuleta-de-cerdo/0/?q=chuleta+de+cerdo,https://media.spreadthesign.com/video/mp4/5/10803.mp4,chuleta de cerdo,cotidiano
/es.es/word/1081/cerdo-con-almejas/0/?q=cerdo+con+almejas,https://media.spreadthesign.com/video/mp4/5/10809.mp4,cerdo con almejas,cotidiano
/es.es/word/1082/vino-de-oporto/0/?q=vino+de+oporto,https://media.spreadthesign.com/video/mp4/5/10819.mp4,vino de oporto,cotidiano
/es.es/word/1084/asado-en-olla/0/?q=asado+en+olla,https://media.spreadthesign.com/video/mp4/5/10836.mp4,asado en olla,cotidiano
/es.es/word/1086/pela-patatas/0/?q=pela+patatas,https://media.spreadthesign.com/video/mp4/5/10859.mp4,pela patatas,cotidiano
/es.es/word/1087/aves-de-corral/0/?q=aves+de+corral,https://media.spreadthesign.com/video/mp4/5/10865.mp4,aves de corral,cotidiano
/es.es/word/1088/echar/0/?q=echar,https://media.spreadthesign.com/video/mp4/5/10877.mp4,echar,lenguaje
/es.es/word/1089/verter-liquidos/0/?q=verter+l%C3%ADquidos,https://media.spreadthesign.com/video/mp4/5/10886.mp4,verter líquidos,cotidiano
/es.es/word/1091/preparar/0/?q=preparar,https://media.spreadthesign.com/video/mp4/5/10904.mp4,preparar,lenguaje
/es.es/word/1092/prensar/0/?q=prensar,https://media.spreadthesign.com/video/mp4/5/10916.mp4,prensar,ciencia
/es.es/word/1093/olla-a-presion/0/?q=olla+a+presi%C3%B3n,https://media.spreadthesign.com/video/mp4/5/10925.mp4,olla a presión,cotidiano
/es.es/word/1094/precio/0/?q=precio,https://media.spreadthesign.com/video/mp4/5/10937.mp4,precio,trabajo-social
/es.es/word/1095/ciruela-pasa/0/?q=ciruela+pasa,https://media.spreadthesign.com/video/mp4/5/10948.mp4,ciruela pasa,cotidiano
/es.es/word/1096/pub/0/?q=pub,https://media.spreadthesign.com/video/mp4/5/10954.mp4,pub,cotidiano
/es.es/word/111/sierra-de-punta/0/?q=sierra+de+punta,https://media.spreadthesign.com/video/mp4/5/1096.mp4,sierra de punta,tecnologia
/es.es/word/1097/pudin/0/?q=pudin,https://media.spreadthesign.com/video/mp4/5/10966.mp4,pudin,cotidiano
/es.es/word/1099/ponche/0/?q=ponche,https://media.spreadthesign.com/video/mp4/5/10987.mp4,ponche,cotidiano
/es.es/word/1100/pure/0/?q=pur%C3%A9,https://media.spreadthesign.com/video/mp4/5/10997.mp4,puré,cotidiano
/es.es/word/1101/cantidad/0/?q=cantidad,https://media.spreadthesign.com/video/mp4/5/11003.mp4,cantidad,generalidades
/es.es/word/1103/estante/0/?q=estante,https://media.spreadthesign.com/video/mp4/5/11026.mp4,estante,cotidiano
/es.es/word/1104/rabano/0/?q=r%C3%A1bano,https://media.spreadthesign.com/video/mp4/5/11032.mp4,rábano,cotidiano
/es.es/word/1105/ragu/0/?q=rag%C3%BA,https://media.spreadthesign.com/video/mp4/5/11043.mp4,ragú,cotidiano
/es.es/word/1106/uva-pasa/0/?q=uva+pasa,https://media.spreadthesign.com/video/mp4/5/11050.mp4,uva pasa,cotidiano
/es.es/word/112/hoja-de-sierra/0/?q=hoja+de+sierra,https://media.spreadthesign.com/video/mp4/5/1106.mp4,hoja de sierra,tecnologia
/es.es/word/1107/poco-hecho/0/?q=poco+hecho,https://media.spreadthesign.com/video/mp4/5/11063.mp4,poco hecho,cotidiano
/es.es/word/1108/frambuesas/0/?q=frambuesas,https://media.spreadthesign.com/video/mp4/5/11074.mp4,frambuesas,cotidiano
/es.es/word/1109/racionar/0/?q=racionar,https://media.spreadthesign.com/video/mp4/5/11080.mp4,racionar,lenguaje
/es.es/word/1110/crudo/0/?q=crudo,https://media.spreadthesign.com/video/mp4/5/11091.mp4,crudo,cotidiano
/es.es/word/1111/receta/0/?q=receta,https://media.spreadthesign.com/video/mp4/5/11101.mp4,receta,cotidiano
/es.es/word/1112/vino-tinto/0/?q=vino+tinto,https://media.spreadthesign.com/video/mp4/5/11112.mp4,vino tinto,cotidiano
/es.es/word/1115/frigorifico/0/?q=frigor%C3%ADfico,https://media.spreadthesign.com/video/mp4/5/11137.mp4,frigorífico,cotidiano
/es.es/word/1116/carne-de-reno/0/?q=carne+de+reno,https://media.spreadthesign.com/video/mp4/5/11148.mp4,carne de reno,cotidiano
/es.es/word/1117/reserva/0/?q=reserva,https://media.spreadthesign.com/video/mp4/5/11159.mp4,reserva,educacion
/es.es/word/113/hoja-de-sierra-circular/0/?q=hoja+de+sierra+circular,https://media.spreadthesign.com/video/mp4/5/1116.mp4,hoja de sierra circular,tecnologia
/es.es/word/1122/maduro/0/?q=maduro,https://media.spreadthesign.com/video/mp4/5/11206.mp4,maduro,cotidiano
/es.es/word/1124/asar/0/?q=asar,https://media.spreadthesign.com/video/mp4/5/11224.mp4,asar,cotidiano
/es.es/word/1125/roastbeef/0/?q=roastbeef,https://media.spreadthesign.com/video/mp4/5/11235.mp4,roastbeef,cotidiano
/es.es/word/1126/fuente-para-asar/0/?q=fuente+para+asar,https://media.spreadthesign.com/video/mp4/5/11241.mp4,fuente para asar,cotidiano
/es.es/word/114/encofrado/0/?q=encofrado,https://media.spreadthesign.com/video/mp4/5/1125.mp4,encofrado,tecnologia
/es.es/word/1129/desperdicios/0/?q=desperdicios,https://media.spreadthesign.com/video/mp4/5/11268.mp4,desperdicios,cotidiano
/es.es/word/1130/ron/0/?q=ron,https://media.spreadthesign.com/video/mp4/5/11280.mp4,ron,cotidiano
/es.es/word/1131/centeno/0/?q=centeno,https://media.spreadthesign.com/video/mp4/5/11288.mp4,centeno,cotidiano
/es.es/word/1132/ensalada/0/?q=ensalada,https://media.spreadthesign.com/video/mp4/5/11299.mp4,ensalada,cotidiano
/es.es/word/1133/salchichon/0/?q=salchich%C3%B3n,https://media.spreadthesign.com/video/mp4/5/11311.mp4,salchichón,cotidiano
/es.es/word/1137/sardina/0/?q=sardina,https://media.spreadthesign.com/video/mp4/5/11347.mp4,sardina,cotidiano
/es.es/word/115/mesa-de-trabajo/0/?q=mesa+de+trabajo,https://media.spreadthesign.com/video/mp4/5/1135.mp4,mesa de trabajo,trabajo-social
/es.es/word/1138/salsa/0/?q=salsa,https://media.spreadthesign.com/video/mp4/5/11359.mp4,salsa,cotidiano
/es.es/word/1139/cazuela/0/?q=cazuela,https://media.spreadthesign.com/video/mp4/5/11371.mp4,cazuela,cotidiano
/es.es/word/1140/platillo/0/?q=platillo,https://media.spreadthesign.com/video/mp4/5/11377.mp4,platillo,cotidiano
/es.es/word/1144/balanza/0/?q=balanza,https://media.spreadthesign.com/video/mp4/5/11417.mp4,balanza,tecnologia
/es.es/word/1145/huevos-revueltos/0/?q=huevos+revueltos,https://media.spreadthesign.com/video/mp4/5/11429.mp4,huevos revueltos,cotidiano
/es.es/word/1146/fregar/0/?q=fregar,https://media.spreadthesign.com/video/mp4/5/11435.mp4,fregar,cotidiano
/es.es/word/116/cortacristales/0/?q=cortacristales,https://media.spreadthesign.com/video/mp4/5/1145.mp4,cortacristales,tecnologia
/es.es/word/1148/marisco/0/?q=marisco,https://media.spreadthesign.com/video/mp4/5/11458.mp4,marisco,cotidiano
/es.es/word/1149/sazonar/0/?q=sazonar,https://media.spreadthesign.com/video/mp4/5/11464.mp4,sazonar,cotidiano
/es.es/word/1152/cuchara-de-servir/0/?q=cuchara+de+servir,https://media.spreadthesign.com/video/mp4/5/11492.mp4,cuchara de servir,cotidiano
/es.es/word/1155/bolsa-de-la-compra/0/?q=bolsa+de+la+compra,https://media.spreadthesign.com/video/mp4/5/11521.mp4,bolsa de la compra,cotidiano
/es.es/word/1157/aparador/0/?q=aparador,https://media.spreadthesign.com/video/mp4/5/11543.mp4,aparador,cotidiano
/es.es/word/1158/cocer-a-fuego-lento/0/?q=cocer+a+fuego+lento,https://media.spreadthesign.com/video/mp4/5/11549.mp4,cocer a fuego lento,cotidiano
/es.es/word/117/candado/0/?q=candado,https://media.spreadthesign.com/video/mp4/5/1155.mp4,candado,tecnologia
/es.es/word/1159/pincho-para-brocheta/0/?q=pincho++para+brocheta,https://media.spreadthesign.com/video/mp4/5/11561.mp4,pincho  para brocheta,cotidiano
/es.es/word/1160/espumar/0/?q=espumar,https://media.spreadthesign.com/video/mp4/5/11572.mp4,espumar,cotidiano
/es.es/word/1161/espumadera/0/?q=espumadera,https://media.spreadthesign.com/video/mp4/5/11578.mp4,espumadera,cotidiano
/es.es/word/1162/rebanada/0/?q=rebanada,https://media.spreadthesign.com/video/mp4/5/11590.mp4,rebanada,cotidiano
/es.es/word/12/inoxidable/0/?q=inoxidable,https://media.spreadthesign.com/video/mp4/5/116.mp4,inoxidable,tecnologia
/es.es/word/1163/rebanada-de-pan/0/?q=rebanada+de+pan,https://media.spreadthesign.com/video/mp4/5/11601.mp4,rebanada de pan,cotidiano
/es.es/word/1164/oler/0/?q=oler,https://media.spreadthesign.com/video/mp4/5/11607.mp4,oler,lenguaje
/es.es/word/1165/ahumado/0/?q=ahumado,https://media.spreadthesign.com/video/mp4/5/11618.mp4,ahumado,cotidiano
/es.es/word/1166/fumadores/0/?q=fumadores,https://media.spreadthesign.com/video/mp4/5/11630.mp4,fumadores,salud-y-medicina
/es.es/word/1167/sin-grumos/0/?q=sin+grumos,https://media.spreadthesign.com/video/mp4/5/11636.mp4,sin grumos,lenguaje
/es.es/word/118/vapor/0/?q=vapor,https://media.spreadthesign.com/video/mp4/5/1164.mp4,vapor,ciencia
/es.es/word/1169/snack-bar/0/?q=snack+bar,https://media.spreadthesign.com/video/mp4/5/11660.mp4,snack bar,cotidiano
/es.es/word/1170/poner-en-remojo/0/?q=poner+en+remojo,https://media.spreadthesign.com/video/mp4/5/11666.mp4,poner en remojo,cotidiano
/es.es/word/1172/huevo-pasado-por-agua/0/?q=huevo+pasado+por+agua,https://media.spreadthesign.com/video/mp4/5/11689.mp4,huevo pasado por agua,cotidiano
/es.es/word/1174/sopa/0/?q=sopa,https://media.spreadthesign.com/video/mp4/5/11706.mp4,sopa,cotidiano
/es.es/word/1175/plato-hondo/0/?q=plato+hondo,https://media.spreadthesign.com/video/mp4/5/11717.mp4,plato hondo,cotidiano
/es.es/word/1176/cazo-de-servir-sopa/0/?q=cazo+de+servir+sopa,https://media.spreadthesign.com/video/mp4/5/11723.mp4,cazo de servir sopa,cotidiano
/es.es/word/1177/cuchara-sopera/0/?q=cuchara+sopera,https://media.spreadthesign.com/video/mp4/5/11736.mp4,cuchara sopera,cotidiano
/es.es/word/119/muro-exterior/0/?q=muro+exterior,https://media.spreadthesign.com/video/mp4/5/1174.mp4,muro exterior,entretenimiento
/es.es/word/1178/crema-agria/0/?q=crema+agria,https://media.spreadthesign.com/video/mp4/5/11747.mp4,crema agria,cotidiano
/es.es/word/1179/espagueti/0/?q=espagueti,https://media.spreadthesign.com/video/mp4/5/11753.mp4,espagueti,cotidiano
/es.es/word/1180/agua-con-gas/0/?q=agua+con+gas,https://media.spreadthesign.com/video/mp4/5/11765.mp4,agua con gas,cotidiano
/es.es/word/1181/espatula/0/?q=esp%C3%A1tula,https://media.spreadthesign.com/video/mp4/5/11777.mp4,espátula,cotidiano
/es.es/word/1182/especias/0/?q=especias,https://media.spreadthesign.com/video/mp4/5/11783.mp4,especias,cotidiano
/es.es/word/1183/condimentado/0/?q=condimentado,https://media.spreadthesign.com/video/mp4/5/11794.mp4,condimentado,cotidiano
/es.es/word/1184/espinacas/0/?q=espinacas,https://media.spreadthesign.com/video/mp4/5/11805.mp4,espinacas,cotidiano
/es.es/word/120/calefactor/0/?q=calefactor,https://media.spreadthesign.com/video/mp4/5/1184.mp4,calefactor,tecnologia
/es.es/word/1191/entrante/0/?q=entrante,https://media.spreadthesign.com/video/mp4/5/11868.mp4,entrante,cotidiano
/es.es/word/1192/filete/0/?q=filete,https://media.spreadthesign.com/video/mp4/5/11881.mp4,filete,cotidiano
/es.es/word/1193/estofado/0/?q=estofado,https://media.spreadthesign.com/video/mp4/5/11891.mp4,estofado,cotidiano
/es.es/word/1194/estofar/0/?q=estofar,https://media.spreadthesign.com/video/mp4/5/11896.mp4,estofar,cotidiano
/es.es/word/1195/agua-sin-gas/0/?q=agua+sin+gas,https://media.spreadthesign.com/video/mp4/5/11907.mp4,agua sin gas,cotidiano
/es.es/word/1196/remover/0/?q=remover,https://media.spreadthesign.com/video/mp4/5/11917.mp4,remover,cotidiano
/es.es/word/1197/taburete/0/?q=taburete,https://media.spreadthesign.com/video/mp4/5/11922.mp4,taburete,cotidiano
/es.es/word/121/base-de-enchufe/0/?q=base+de+enchufe,https://media.spreadthesign.com/video/mp4/5/1193.mp4,base de enchufe,tecnologia
/es.es/word/1199/colar/0/?q=colar,https://media.spreadthesign.com/video/mp4/5/11944.mp4,colar,cotidiano
/es.es/word/1200/escurridor/0/?q=escurridor,https://media.spreadthesign.com/video/mp4/5/11949.mp4,escurridor,cotidiano
/es.es/word/1201/paja/0/?q=paja,https://media.spreadthesign.com/video/mp4/5/11961.mp4,paja,cotidiano
/es.es/word/7570/albania/0/?q=Albania,https://media.spreadthesign.com/video/mp4/5/119781.mp4,Albania,educacion
/es.es/word/7556/afganistan/0/?q=Afganistan,https://media.spreadthesign.com/video/mp4/5/119782.mp4,Afganistan,educacion
/es.es/word/7962/ecuador/0/?q=Ecuador,https://media.spreadthesign.com/video/mp4/5/119788.mp4,Ecuador,educacion
/es.es/word/7638/arabe/0/?q=%C3%81rabe,https://media.spreadthesign.com/video/mp4/5/119792.mp4,Árabe,lenguaje
/es.es/word/8226/haiti/0/?q=Hait%C3%AD,https://media.spreadthesign.com/video/mp4/5/119794.mp4,Haití,educacion
/es.es/word/8186/ghana/0/?q=Ghana,https://media.spreadthesign.com/video/mp4/5/119796.mp4,Ghana,educacion
/es.es/word/8175/gambia/0/?q=Gambia,https://media.spreadthesign.com/video/mp4/5/119798.mp4,Gambia,educacion
/es.es/word/7870/chipre/0/?q=Chipre,https://media.spreadthesign.com/video/mp4/5/119800.mp4,Chipre,educacion
/es.es/word/7639/arameo/0/?q=Arameo,https://media.spreadthesign.com/video/mp4/5/119802.mp4,Arameo,lenguaje
/es.es/word/7644/argentina/0/?q=Argentina,https://media.spreadthesign.com/video/mp4/5/119804.mp4,Argentina,educacion
/es.es/word/1204/cena/0/?q=cena,https://media.spreadthesign.com/video/mp4/5/11987.mp4,cena,cotidiano
/es.es/word/1205/dulce/0/?q=dulce,https://media.spreadthesign.com/video/mp4/5/11998.mp4,dulce,cotidiano
/es.es/word/1206/almendra-dulce/0/?q=almendra+dulce,https://media.spreadthesign.com/video/mp4/5/12004.mp4,almendra dulce,cotidiano
/es.es/word/1207/vino-dulce/0/?q=vino+dulce,https://media.spreadthesign.com/video/mp4/5/12015.mp4,vino dulce,cotidiano
/es.es/word/1208/sacarina/0/?q=sacarina,https://media.spreadthesign.com/video/mp4/5/12025.mp4,sacarina,cotidiano
/es.es/word/1209/dulces/0/?q=dulces,https://media.spreadthesign.com/video/mp4/5/12030.mp4,dulces,cotidiano
/es.es/word/1211/mantel/0/?q=mantel,https://media.spreadthesign.com/video/mp4/5/12053.mp4,mantel,cotidiano
/es.es/word/1213/grifo/0/?q=grifo,https://media.spreadthesign.com/video/mp4/5/12070.mp4,grifo,cotidiano
/es.es/word/1214/sabor/0/?q=sabor,https://media.spreadthesign.com/video/mp4/5/12079.mp4,sabor,cotidiano
/es.es/word/1215/te/0/?q=t%C3%A9,https://media.spreadthesign.com/video/mp4/5/12084.mp4,té,cotidiano
/es.es/word/1216/tetera/0/?q=tetera,https://media.spreadthesign.com/video/mp4/5/12096.mp4,tetera,cotidiano
/es.es/word/1218/tierno/0/?q=tierno,https://media.spreadthesign.com/video/mp4/5/12113.mp4,tierno,cotidiano
/es.es/word/1220/espesar/0/?q=espesar,https://media.spreadthesign.com/video/mp4/5/12134.mp4,espesar,cotidiano
/es.es/word/1221/tomillo/0/?q=tomillo,https://media.spreadthesign.com/video/mp4/5/12139.mp4,tomillo,cotidiano
/es.es/word/1223/lata/0/?q=lata,https://media.spreadthesign.com/video/mp4/5/12161.mp4,lata,cotidiano
/es.es/word/1224/abrelatas/0/?q=abrelatas,https://media.spreadthesign.com/video/mp4/5/12166.mp4,abrelatas,cotidiano
/es.es/word/1225/conservas/0/?q=conservas,https://media.spreadthesign.com/video/mp4/5/12177.mp4,conservas,cotidiano
/es.es/word/1228/desayunar/0/?q=desayunar,https://media.spreadthesign.com/video/mp4/5/12204.mp4,desayunar,cotidiano
/es.es/word/1230/almorzar/0/?q=almorzar,https://media.spreadthesign.com/video/mp4/5/12220.mp4,almorzar,cotidiano
/es.es/word/1231/tomar-algo-para-cenar/0/?q=tomar+algo+para+cenar,https://media.spreadthesign.com/video/mp4/5/12231.mp4,tomar algo para cenar,cotidiano
/es.es/word/1233/barrer/0/?q=barrer,https://media.spreadthesign.com/video/mp4/5/12244.mp4,barrer,cotidiano
/es.es/word/1235/tostada/0/?q=tostada,https://media.spreadthesign.com/video/mp4/5/12266.mp4,tostada,cotidiano
/es.es/word/1237/tostadora/0/?q=tostadora,https://media.spreadthesign.com/video/mp4/5/12281.mp4,tostadora,cotidiano
/es.es/word/1238/caramelo-toffee/0/?q=caramelo+toffee,https://media.spreadthesign.com/video/mp4/5/12292.mp4,caramelo toffee,cotidiano
/es.es/word/1240/palillo/0/?q=palillo,https://media.spreadthesign.com/video/mp4/5/12307.mp4,palillo,salud-y-medicina
/es.es/word/1241/toalla/0/?q=toalla,https://media.spreadthesign.com/video/mp4/5/12318.mp4,toalla,cotidiano
/es.es/word/1243/trufa/0/?q=trufa,https://media.spreadthesign.com/video/mp4/5/12331.mp4,trufa,cotidiano
/es.es/word/125/aserradero/0/?q=aserradero,https://media.spreadthesign.com/video/mp4/5/1234.mp4,aserradero,tecnologia
/es.es/word/1245/sopera/0/?q=sopera,https://media.spreadthesign.com/video/mp4/5/12347.mp4,sopera,cotidiano
/es.es/word/1246/carne-de-pavo/0/?q=carne+de+pavo+,https://media.spreadthesign.com/video/mp4/5/12357.mp4,carne de pavo ,cotidiano
/es.es/word/1247/dar-la-vuelta/0/?q=dar+la+vuelta,https://media.spreadthesign.com/video/mp4/5/12368.mp4,dar la vuelta,lenguaje
/es.es/word/1250/descorchar/0/?q=descorchar,https://media.spreadthesign.com/video/mp4/5/12393.mp4,descorchar,cotidiano
/es.es/word/1251/desorganizado/0/?q=desorganizado,https://media.spreadthesign.com/video/mp4/5/12398.mp4,desorganizado,cotidiano
/es.es/word/1252/desenvolver/0/?q=desenvolver,https://media.spreadthesign.com/video/mp4/5/12407.mp4,desenvolver,lenguaje
/es.es/word/1253/fecha-de-caducidad/0/?q=fecha+de+caducidad,https://media.spreadthesign.com/video/mp4/5/12420.mp4,fecha de caducidad,cotidiano
/es.es/word/1254/vainilla/0/?q=vainilla,https://media.spreadthesign.com/video/mp4/5/12425.mp4,vainilla,cotidiano
/es.es/word/1255/ternera/0/?q=ternera,https://media.spreadthesign.com/video/mp4/5/12435.mp4,ternera,cotidiano
/es.es/word/1256/vegetal/0/?q=vegetal,https://media.spreadthesign.com/video/mp4/5/12447.mp4,vegetal,cotidiano
/es.es/word/1257/fideos/0/?q=fideos,https://media.spreadthesign.com/video/mp4/5/12452.mp4,fideos,cotidiano
